customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
bc10a8ee2102856c0b67ca904cdc4af6,481d9ef7f22b196a3112b031c1b972d1,89805,chapeco,SC
633429bf89b9c39b4269ebe8936f16e7,a9c43edf4228fb6aeaf6bbfd569b40fc,18603,botucatu,SP
105f5188a142d32dcfe97650f8e114f4,532d6af15d2a2b3f815d5d0f4ecbe572,23062,rio de janeiro,RJ
e489365859cd08d9e3b411534e1e3df4,e0df04ac2d6047b1fee314ce1da70731,80730,curitiba,PR
de0403a67561b363c7c6f66fe6d21779,ae3b3b982c1ec166edf6883547f6567a,38184,araxa,MG
3ce6bb309d1def44d728e2f1b9cd4c6e,dcbd8e9f8083a2c1545ff6083e493d99,31615,belo horizonte,MG
0b516b1985a3c37fc5b3e2d513d3f688,554b3464df5192ab58f085f1ea22bc76,39400,montes claros,MG
2a4e10a332748a0ce92f8189c2ca4a1c,f0eff4d455cf4f8011510095cb94d553,05003,sao paulo,SP
8f3b9d3f52f2f606b6675ef3d7d85e7b,0f10d99ee99ca3d0489f2f2169b41ec3,24344,niteroi,RJ
b12903e05aaab54fe9fa5dfc3fc5a29e,46e390269a061aa8e7208fdc26e5c15c,24355,niteroi,RJ
1353a896c273c4c9727e6c65601de865,d27295915d486516b99c3aed8628e83b,20510,rio de janeiro,RJ
36b0baf0b67a057f12c2149864e1f5e0,dd4dd018a825b5a46fd15d2aed81e630,01416,sao paulo,SP
5d55cda7f7aa80d5875ee28ea2b52110,10a89d1515e29145e5a6b0a452e68e66,05302,sao paulo,SP
e867a0d69912db241c0cc2adc85d82e8,e6dc181051e2446e7ae94acd95676489,24360,niteroi,RJ
e34e611ede97bd86382632d4ef71f31f,d47c6b7aa871661404bb8079461ba08c,26290,nova iguacu,RJ
2634cfa17e633c8f78dbe962e5654652,77ba314c1a0dc82c0f882ae44f6edc07,95600,taquara,RS
11d81028de401df36d24cd769fa0aef3,ab727a18f23821f22e4e41da686a62c3,89204,joinville,SC
a4cc365cec41ae5dca9c112b9b0f141e,d84de07965ed310081a83c11d34cd270,84040,ponta grossa,PR
9097e442e65d053fa4a3540c362a8cc9,077429d0b4ec15bbada7d1317f67273f,15084,sao jose do rio preto,SP
749ba37e1c007d00f214dc51dec300e0,3c3a8cbb2907d3f5e9a3ff071851c271,16500,cafelandia,SP
5286e92641536e814f85f6f5f45e9d2b,9e993cc836a32a8e4c2ef494dbe8fca1,04739,sao paulo,SP
fc2f1cde057c9c2675602bc90d36b54a,8dd57858688f7d01be134bbda0deeace,15190,nhandeara,SP
1b6cec570b25e346e862d1e30a8d652d,4285e66f358dc4ec4bdc5455e0e4ac5c,86071,londrina,PR
b016b681071197d7a44648e5d04a2d34,d5966a3638303c1e9569accbe24b5fd4,32606,betim,MG
b867c3da44a39181b0c4a1ef9c644673,a4740e809e3d5ef5731e07bad80990f7,11040,santos,SP
ae68a047db8668d643d62fd6c90b7202,8bf0bee0027b22b94806d1908358cbbc,01309,sao paulo,SP
5b833faa46296c2d28673200449b0d0b,06c5859a120871e8c2f4a920d7cf50cc,13570,sao carlos,SP
9891fa5f230a468c896c05e09509b451,84fa4ef93ec67a77a0329933dbf190cf,06950,juquitiba,SP
45016dcb53fa07cb0c050dc78b2d6f51,c5fd8c6fc581f9792cf214b22363671f,19907,ourinhos,SP
7d3b9525b38ede555351e75caf596b4d,a08308dfb30f3ed8b21866524b6f9098,22060,rio de janeiro,RJ
332df68ccac2f2f7d9e11299188f8bce,bb7ef994cc22b1fc694ac59fb377b824,39135,presidente kubitschek,MG
8cb5d5e180e4dbdffdc4af261b618790,bd879722dc92d795d57264b3c1e09f6a,04543,sao paulo,SP
f018b0b1208c22cf006962995d3caca8,444d46bc5f2697364d4ea1ec0d4f759a,13178,sumare,SP
c8bac4c256aa6962488d6ea634e803d9,6997203fd4a74d9a77873d482b8004b6,91340,porto alegre,RS
df221f459bbece19d08e7a78db54b308,b051093d307f2181aaf8a94f73853958,04005,sao paulo,SP
