order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
00bd2cb7e9076e1ccc9f766fc01a4cfd,1,1427b126f61597524866770b05d4eed2,0b90b6df587eb83608a64ea8b390cf07,2018-04-30 10:15:17,98.81,13.81
08fd8d3e4e30f796d703584db2e27e1a,1,fb4d1630e90ffc0922d25bffe2cd489e,0b90b6df587eb83608a64ea8b390cf07,2018-03-15 08:10:37,70.00,16.93
09bfed54145e573d48e1685dcf11fb6c,1,99f5b2240b82bf9387e5cf2fc0335b08,0b90b6df587eb83608a64ea8b390cf07,2018-04-27 05:50:51,95.00,22.38
10b5d5c95177be116333e9a65a6fdea4,1,b0c8da302d49498d2ce6be8c631e4e20,0b90b6df587eb83608a64ea8b390cf07,2018-03-14 11:10:54,70.00,15.24
10d9a4341b71723e4e9f55a51d649207,1,99f5b2240b82bf9387e5cf2fc0335b08,0b90b6df587eb83608a64ea8b390cf07,2018-05-10 16:53:18,95.00,18.55
10d9a4341b71723e4e9f55a51d649207,2,99f5b2240b82bf9387e5cf2fc0335b08,0b90b6df587eb83608a64ea8b390cf07,2018-05-10 16:53:18,95.00,18.55
12b565379c9d4cf9752858a558325014,1,5526b1ae9ab2688cf600783cece249df,0b90b6df587eb83608a64ea8b390cf07,2018-03-19 13:48:09,98.44,13.81
169702628c1e366110072edf38460701,1,fb4d1630e90ffc0922d25bffe2cd489e,0b90b6df587eb83608a64ea8b390cf07,2018-03-13 20:29:17,70.00,12.62
18c2175899ae0ea38308dec32efffc22,1,5526b1ae9ab2688cf600783cece249df,0b90b6df587eb83608a64ea8b390cf07,2018-04-13 18:35:11,98.44,18.57
2276cb7758bd76c104cd5a3971f47e9e,1,99f5b2240b82bf9387e5cf2fc0335b08,0b90b6df587eb83608a64ea8b390cf07,2018-04-19 15:15:21,95.00,18.55
2b091bda8d69a64119fa4ec34147f946,1,e53e557d5a159f5aa2c5e995dfdf244b,0b90b6df587eb83608a64ea8b390cf07,2018-03-23 13:31:26,95.00,13.79
