customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
a6c49eaa9ed575df1a3476b20668ab3b,113bdaf5255ce5a458057ebf9975befb,37589,silvianopolis,MG
9937a5e470c80919fea6199a76d8bc8f,0db307a3bf5f0cf05e7a62c6c3bb942d,29101,vila velha,ES
1d613c182f9ed2a229eb3a353a983cfc,f8922caabbfa44d8390f53927da1be30,82820,curitiba,PR
b59be200e00aafa29fb69074ab23764a,c23350a5f9bad5e2cbc3a3e04f6791f0,84605,uniao da vitoria,PR
8dee5b9d88493d6dd0a51b834867dc84,d279762c12550630b16f4b73a60f8eaf,02018,sao paulo,SP
d7cba2f0fbc165d2ec78666bec4d9075,2d7e9062679c16adc25b8a3a5ec9001e,29072,vitoria,ES
dfaae2502e5487b4966db2e8124da577,7d736bedb35b0b989ffcdb419e00dfce,06790,taboao da serra,SP
972b42200bd45ae8e6ab6b2acd66d732,7e84fb4ecab81f49ba6bae5a84d9ea77,08255,sao paulo,SP
c0175539ea180b6c5aee9342531b83af,8a782eaaef7168fff6fe3a0bc87501b8,75640,piracanjuba,GO
2a6179cf815c302b5b94a2bab0af39d4,397b44d5bb99eabf54ea9c2b41ebb905,24230,niteroi,RJ
21f1477f3d02e7fd1ba28dc6c596dc17,ec6a267aac7d40277f50dfed2d449cf1,38181,araxa,MG
c11f4ea85257db85de835c955c6509a3,68a3580d3f02c8c500e1deda4a273f6f,89980,campo ere,SC
1f2999ca603aa0bec2f93254cf5cdf21,f3714758445783a70987e55442bc35ff,46270,piripa,BA
6c9787272e638f3b015c87576858e044,b7e2b4e7e5bbfc11eb1b22e6d822926b,03054,sao paulo,SP
a1dacdcfc9e9d6a31ee895c15c96cdd3,196d08c72c20b988906504ff7e8182cd,46430,guanambi,BA
4f7a3c5de18c3f96fcab9efbc46bfe9e,8e82a3251a9fa629c67eaba473a943f3,95052,caxias do sul,RS
10c91c2f8ca8aa4c02286033c86da784,8149101234b839e311a6f8c525206632,66617,belem,PA
b7b53a71a9f9b0cd9d4646976261afe2,63ded44f46d409896e3b7c47daa688ae,54768,camaragibe,PE
af6838e132cd4b57f17378cfeca1d011,5779eadd148be9b75840229097785a85,06766,taboao da serra,SP
b2f7f9472b10903cea928ec4ca8cf2ba,4e53380894a2b91871cfb7da8ea88252,29148,cariacica,ES
9e0e1eb6448467c246211a9688efeb47,7588c20c457369de8caad958afc1cc06,76824,porto velho,RO
ad2cd139d2158c76a9dd5508150c95f3,6f854b13c59b4c9e7cc599b8a388e302,43700,simoes filho,BA
1ba79057e794cf0cc51d4da3cd651c2b,08dc08c5b3b7dd3904e1219cce1e7471,71937,brasilia,DF
70a41f17bb11f0489b47681e7df35d77,7e53f6fd6787f3d9257b665f62d1e99f,40231,salvador,BA
143a4083c98eed4151715356aab75996,f50d4480cd39525dfd5dd0def0535a8e,09771,sao bernardo do campo,SP
6369ec1eedbd7401fcababd597382d90,23ae1bfb4297222c1b522172809a7ca1,04447,sao paulo,SP
fca4bdb14966b7230098dffb7e01e67a,4b271dbd4bfeefce07c67cfb51448390,72341,brasilia,DF
28a126ef0304974604ae3ac918789e84,18a65d67bb184e736656cc017f09f7b8,23030,rio de janeiro,RJ
fadd5f316ed143becbaba151fd4b16b1,8e81ae98cc0cb11aa58d36683c48d2a6,65060,sao luis,MA
bd3dc4083da5a8bced4bdf8d47a97b68,b03af63fde19b07d5aa04d6a71ed6f11,12947,atibaia,SP
e8aad07575654e0595acf49b64b9b46b,8c7161f8aa1d6fd17947ff43ae9704eb,36305,sao joao del rei,MG
663265e45a00b348067fd6580670e653,ea3f79a6be4ca969b023fbf502ffd0ae,62460,uruoca,CE
973769db015fccb0984873fe8ae93ab3,8a3b173945cf5ca785ee16a038d0b794,19025,presidente prudente,SP
551910403e480512a070343d37dd598b,fb52b741585dcc9d87d214d5e0d4045d,61645,caucaia,CE
6638fe29a1ceb0cad30aa332ee0d59a0,9d0de98e6804a35e0827de58c2066702,13040,campinas,SP
9953831663e9cea0823e292888b62b4e,bd86b1862fe796149a4d2af57bd85451,48668,barra do tarrachil,BA
15e52e567d03be3d53e639ce260148ec,e99695cc0fe288e29d6612121fef077b,41750,salvador,BA
cb2b14b433f2a2ae74a15b9462b81ae8,799a7a8a3bd7ff31b60fa34d9f894ed8,22775,rio de janeiro,RJ
ca81c8ce6583b695cfd76066214856c8,f53ef06f7eeea88d691e0b9e530a9fa1,36301,sao joao del rei,MG
f2dd9d0abca9dcb1e49685231aa0843f,7056fe03064abab0742167e1369285dd,30285,belo horizonte,MG
b08866a7b299195e0c530f94cff315da,5bab89abe954b79a9699e3f71471179e,06365,carapicuiba,SP
56c14b45de87e6d3841eff95c7377526,f1bee02ceae8a430506b798786f766b4,60170,fortaleza,CE
4f27c407f9ce31a4332db49cbf35375f,9fa01ce9afb29c8b59fa628e87a6111c,29317,cachoeiro de itapemirim,ES
ad3b17c2187baf22bdf8e073a7b296e2,8a6ecf07765c56057bbb8b9d942c867c,05405,sao paulo,SP
dad0f2e41b6b4b85070b49287a994d37,a9e070f61d35aa13e420c8597b5ccb3d,31744,belo horizonte,MG
6347d009d824a697594134c029ef771d,a9620df464e8953a5b6b8c2c1b138189,08576,itaquaquecetuba,SP
8a446e06026e18c1031c6782ec0664ee,95fa05d3222022ab6b98ff95b57a7e2a,88220,itapema,SC
76a097239e7753c934f06beb75c88b9b,014f7e8caea3379aa3d30558424ca54f,05729,sao paulo,SP
b9ab932d839992603b54ff70dedaf357,93158b6a04e6962deea46979e6b0f42d,29665,sao roque do canaa,ES
8179ff67fa0372e2cbc68facbb47ff62,28aea3e12549a3611bbd8d4e3310e4fa,22070,rio de janeiro,RJ
26deada61fa2c6d3fba6a016bfd0761e,fd1ab9f6afcd054dae283a5453b96fee,04207,sao paulo,SP
5fab7785cdfea700ae1362b2c9c3d697,04581f947792463bf688e535c42e9d64,08560,poa,SP
6ea6833bafd5a01be6aad92305a57e9e,2092a83c9b00bdad49c0d1789112ff51,72603,brasilia,DF
6f4184a789e441d13698cb3e51a2f4d6,1c118e601bf769b901be570ebeb68301,11030,santos,SP
4ba9c05e899062d31966848590dcb9c2,dcd14a3f297d7d1caf4f6bbbfb12b2a4,08320,sao paulo,SP
78b9600a08c5e140638ea940dc41cf84,901769b1d83c3172e6f1c4bfd8ca695c,49030,aracaju,SE
355534ce07f1f5876699b29f5dcc540e,e44802a84d1cd42ec96c13845d28f324,01258,sao paulo,SP
70685ed2b54ea53d14b41a1e7c57b06d,81886a904fd1466adf8129fc130982af,17013,bauru,SP
1c3515cb387a43da4c50cc8e76b90af0,02e090052258dc8c675daf152e22afed,04543,sao paulo,SP
cd5912ed6d58ff66950d940bb10f5453,697452ef6f8c549b18ffecd3e0197460,16500,cafelandia,SP
a3d6403a83738ed4f708851f0620e1c4,70607b93e471ca19ac3a9bbb2ebb5833,06412,barueri,SP
cda5f27136ac1f174e1ba59d0bfea170,48e3fa17bb667454f45a0fe4573216ef,20020,rio de janeiro,RJ
1f33d0198032f3cb27bfe03e09064bdf,8a08977c898feecd2e101c2a27890ae9,27933,macae,RJ
5d4ae5d223a0e0651cf67856cf17cd06,30a276fc3eacdbb80f28e6164005db8f,76847,extrema,RO
baae2887560c54dd7d03dd369c20653e,2491c769c206ac9a83243f4150aebbd0,03087,sao paulo,SP
0bfa1bc373e0b5b09842638f464bd547,0422bf9c5455d76bf0906b94b42bdc2c,76857,nova mamore,RO
cc04d2febd5b4eda43af1972a4130cfd,b4edbfb212deb91db2da3924b40b70e9,12286,cacapava,SP
d63d781b1d1e990ae4c7f665e5ed9b0c,879b9e62fd3dcbd0d67a3fcbbb06e661,58033,joao pessoa,PB
94090e8d1c257e4f684c0bb8cd37bf69,c31ebd461283539cd2e73bfafbc0d73b,13505,rio claro,SP
b6dcf411c45cbe8e176562028c22851f,3b8e55d989da7e111ac23c543bda2a79,07749,caieiras,SP
a676968396ccfe1318e256c946c7b38f,6747f33f8d299d4c360c6ead53bc3e71,09130,santo andre,SP
66b6452526c64a892e836a6cac812833,95eb7cb17fa3fdc895e276342fc0cf24,09270,santo andre,SP
21d1189cd9766771ab056ac9a29b9dde,7772703bad03ee66a726b4cf35086bf4,81050,curitiba,PR
a3bf8dad369e2dd3104ae77e1fb68ade,8163ea4d870aa941a0b5163d8d3a953a,13506,rio claro,SP
3b89a5688ba5b8c0fed6a02db53bda76,4e1365b9c14c1ccaa50413ef55ecb522,12350,igarata,SP
8dc9064ed50605925c539815b560c78e,397b44d5bb99eabf54ea9c2b41ebb905,24230,niteroi,RJ
452fdf1d451d13e17fc35c6f8cba769b,f55c546ae0e58f81ec0f3ef080cda181,26540,nilopolis,RJ
acb2bc172e66ed2aef88e4663e734e39,225fc72a9127e4dc99f2cde9d08d28c4,57955,maragogi,AL
d1dcb2de346966e49bd9624ed8df0718,7a774055fedca2666e77244c5e50368f,05590,sao paulo,SP
4478451cfd0f1879300c03bcc3c5d023,81d40912b580322404315c09bfe10533,25520,sao joao de meriti,RJ
cc0cd7cfb34e6249da817e50177dcc40,67e747b902c2d5c2e5a266b00d965145,86160,porecatu,PR
120e1f31d01ac400b61e8f8a3cfb57c8,b14b2d45dc2bff15545c56f4ef1ca1ad,12260,paraibuna,SP
60ab42b9e1e7c823ead6d89cd26b0eb4,2b12ae1b4682dd8ee1e8cdc04dc9f37d,13874,sao joao da boa vista,SP
40512822fff2718801d8ecdd063dfa9b,251fe896b938a0b3a2892d5b6ce68cbe,30510,belo horizonte,MG
7866c989224ec6576f74674d9cde0b79,75eec20484f14687ba6c289a9681f351,18608,botucatu,SP
26d867bd2cae0c9840ab2e5d537d70bf,2d3ad2bb4dd0b5b435e19ab7970cd24c,29725,marilandia,ES
ec8fc917ae3db1dcd518ce839aa26584,cdfcb6808ed50ff089050cedf97c0fa0,73040,brasilia,DF
760951a16e7fdb2e706cd262251d15a2,6069f295bd56065722a705cddceeb480,15400,olimpia,SP
