order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
f26f92a3da58e9c771820a7b4d9a6800,597950088114c1a9e2b27459051f40ff,delivered,2018-02-10 19:27:28,2018-02-10 19:35:32,2018-02-14 23:09:27,2018-02-19 15:07:08,2018-02-26 00:00:00
8efc076145638bcd5298053ddde6ff0c,faa299ecd22a2998858efc7cb87011bc,delivered,2018-01-09 11:19:49,2018-01-09 11:29:43,2018-01-10 18:19:02,2018-01-11 13:51:51,2018-01-23 00:00:00
cd864dfff08db3d739750d749ec053b3,e5b70244ffbbac9f5ebde9ecdfc049f9,delivered,2018-01-16 10:02:20,2018-01-16 10:12:20,2018-01-17 18:51:50,2018-01-23 21:25:49,2018-02-14 00:00:00
9d047c83463a30fcc3f2b361d9a33d2f,21f1477f3d02e7fd1ba28dc6c596dc17,delivered,2018-04-06 19:17:22,2018-04-06 19:30:14,2018-04-10 22:48:53,2018-04-26 15:03:49,2018-05-04 00:00:00
6abaa1126b7b6ae01eb168ec3da96dac,6c2a5ea4fbd1854c3827a5e3b8eaf8cd,delivered,2018-06-16 19:42:55,2018-06-16 19:58:28,2018-06-18 10:05:00,2018-06-25 20:21:34,2018-07-16 00:00:00
06875ab72c5b9bb2eb303a70031bfeb0,686ca7499141a82f95123c370af061b0,delivered,2018-01-11 20:04:57,2018-01-11 20:15:47,2018-01-12 23:10:32,2018-01-15 21:06:54,2018-01-30 00:00:00
f6e3e88cce05228735d1d123916961a8,40512822fff2718801d8ecdd063dfa9b,delivered,2018-01-31 23:58:22,2018-02-01 02:55:47,2018-02-02 00:11:31,2018-02-09 16:51:31,2018-03-02 00:00:00
e991f50bb727c1894e1f74527af4edf8,ec8fc917ae3db1dcd518ce839aa26584,delivered,2018-03-26 12:07:10,2018-03-26 12:28:19,2018-03-28 17:18:27,2018-04-04 20:28:31,2018-04-16 00:00:00
d5f812041d8fc446c00cad005b616a3f,184359ed3f22a99dfeff1f70a95510af,delivered,2018-04-27 08:22:03,2018-04-28 02:51:42,2018-04-30 14:13:00,2018-05-03 12:51:43,2018-05-11 00:00:00
8a9b30ac80da3860f049247b7464596f,8e150843c1138147cf8ea7253de0319d,delivered,2018-02-08 08:46:56,2018-02-08 09:10:36,2018-02-15 20:23:26,2018-02-16 20:14:59,2018-02-26 00:00:00
429538330ae6d874fd05455f574f5852,e8aad07575654e0595acf49b64b9b46b,delivered,2018-01-12 15:10:26,2018-01-12 15:18:29,2018-01-15 23:26:39,2018-01-25 20:21:59,2018-02-07 00:00:00
06486b73d8d1705c15e0d13f6adcbf84,7f29240004dd657bbdf131b0ec558634,delivered,2018-01-20 18:32:47,2018-01-22 13:50:53,2018-01-23 21:34:05,2018-01-25 16:03:44,2018-02-06 00:00:00
f26b1f9ec4fda52abb40f124457b79c4,25e96ea17049e5c6afc22e3e400aae8e,delivered,2018-02-16 20:01:32,2018-02-16 20:10:27,2018-02-21 21:09:17,2018-02-28 23:32:57,2018-03-09 00:00:00
