review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
90ee8065d229642eab9c2ffe3b33b91d,e95cac7e9ed8e477d726d47f72f420c6,4,Boa,Recomendo esta loja entrega direitinho,2018-05-16 00:00:00,2018-05-16 21:37:47
6ba1766d9c526808f65628f92152e350,0a1bbcb7a1af6b58931664e147542a2d,5,,Otimo produto e entrega no prazo,2018-04-19 00:00:00,2018-04-20 19:00:01
f42f813f2bc2db2075e068a430f578da,6156a1c77273b737bbe1c1dc14c44112,5,,,2018-05-18 00:00:00,2018-05-21 22:25:24
8248a19bbd78f34a4c8be4af132c5776,ed062e6ea6c0af6dd097266ccca93953,4,,,2018-02-10 00:00:00,2018-02-11 01:02:43
d8ead0bfed21ebf7bc94f1c6baca8867,d1a247356c40b7de748a36342cc9affa,5,,,2018-01-31 00:00:00,2018-01-31 23:26:01
a1a751d51a84b03a83708a4dfd67ccba,6d1c806cf81ca71cdd31c2079e39190b,1,Péssimo,Veio totalmente errado E o material falado no site não e5 o mesmo é uma porcaria queria trocar e não consegui,2018-05-10 00:00:00,2018-05-10 20:31:35
faa6bc9c0f0a1a32803df140750b076e,7ad3a0c4bc283dc5bdb749f66752270d,5,,"Muito boa recomendo muito, eu recebi muito antes do prazo veio correro. Muito bom",2018-03-30 00:00:00,2018-03-31 03:09:03
3868e80bfc52cd111c8087b2b24536f1,ea1b2252e50358f485d43eebf86033e1,5,,,2018-04-15 00:00:00,2018-04-15 18:03:21
58a1da2a5d31b67f8f08836f96b8b465,bb2fd6ac6dfaccc3a730d4ad235b855a,5,,,2018-03-17 00:00:00,2018-03-19 21:37:06
eb1682cf509720945505ac0d331d8a3c,6bc4dfe9abc405f51a0ea37ef8804b2f,5,,,2018-06-19 00:00:00,2018-06-19 16:20:27
adbabedae6b70b20e8d7c1407d46f092,c590ba67ec2c2ec0625ec1f9119b6598,5,,"muito bom, entregue antes do prazo",2018-04-05 00:00:00,2018-04-06 17:47:56
48dd5a7b0fda983bace0c2162fef6f6c,ad9462a4da64add20fbc051616035832,4,,,2018-03-07 00:00:00,2018-03-09 22:02:11
4a6636ccc521c057d59794f49220d0a9,dac16a931a09274638e939d74d5a9097,5,,"fiquei super satisfeita com a aquisição de colares da amizade, são muito bonitos e bem acabados, minha netinha de 08 anos e as melhores amigas ficaram super felizes, obrigada pela entrega rápida.",2018-02-01 00:00:00,2018-02-01 23:45:52
9a614b66065404a7d502d3aa6aa37a76,c297f4fecff2d1898ed5266cd2c22b29,5,,,2018-02-10 00:00:00,2018-02-10 21:06:34
c89e318fa70de6cfca1f4c76e463c10d,83d8eb18982d706a86805eb80e12e88f,2,Ruim,Não recomendo a referida loja,2018-04-27 00:00:00,2018-04-30 23:28:06
85776fb05eaf4da541d91f32f130d312,b94f8c4cf21758ae29b895f3edc412d6,5,,,2018-01-19 00:00:00,2018-01-20 09:52:53
53fb4cdd382cd843f1493402cfc7430a,8a9b30ac80da3860f049247b7464596f,3,,,2018-02-17 00:00:00,2018-02-18 00:41:47
a9d014b2f44502bb1256522c16b9f960,b1e5cc374b5c4f7c12ef420d322b07e1,5,,"A carteira é pequena, e não ocupa muito lugar no bolso ( excelente ).",2018-02-17 00:00:00,2018-02-19 17:08:17
2249918f8b1ae57fbeb73ce8be2d5277,a51f4405f3b693d1a66119867a849b15,5,,,2018-04-27 00:00:00,2018-04-27 22:19:53
f9ada3b1a85d4ab6033a60f39693c230,cdc46284224b13e760bee16b9d652377,5,,,2018-03-14 00:00:00,2018-03-15 09:57:30
d51a7e4a1acb4bc85564d1462120a755,03b8df6ce0954c5df5e83e0a6caaf5ee,5,,,2018-03-02 00:00:00,2018-03-03 02:26:26
704dabd0f35c05571504347cf4cf6cb6,300998e3030b6188e511f183f94a5068,5,,,2018-02-16 00:00:00,2018-03-24 02:05:28
6c09da3097e834eb20846d6534175ef2,86e15c44520932e049ca96660a60b776,5,Recebido,Produto de qualidade!,2018-06-21 00:00:00,2018-06-22 09:14:46
9dbc445c15c5ea2670c56275f912ab5e,dd74aa86ac49c4818ea173b6a376d8de,4,,,2018-02-27 00:00:00,2018-02-28 10:46:27
c93f4a434012b47c7f007d4566d53cc7,535c025843acd3d8c280a3b32f77a1f9,5,,,2018-05-18 00:00:00,2018-05-20 23:25:01
dac01cc70d3418e251b689f95b6cdc42,b3282c241dc25705fcb8802416a93929,5,,,2018-03-15 00:00:00,2018-03-23 11:43:11
43408b408052631677094dfd00fa6424,20d048f3efacdd8763fa0ede14313a6d,5,,,2018-04-10 00:00:00,2018-04-11 12:42:02
10daa577bc038b020745177f5f41bb49,d5f812041d8fc446c00cad005b616a3f,5,,Meu marido adorou. A entrega foi super rápida. Recomendo!,2018-05-04 00:00:00,2018-05-05 12:20:54
93f58f5b658e3b49be2cd83f02a01a9c,6c3b9813e98d409d3af5da143efbd2d7,5,,,2018-03-29 00:00:00,2018-03-29 13:39:28
1781a1dcb1f1923a7f63937bb962eade,c00f3f641666e8a8aa2014b9fb8f1b68,5,,Adorei otima qualidade,2018-03-15 00:00:00,2018-03-15 18:44:35
27b2bb2c339e5e8125c7a1dce40aaa15,69253c0e2ec746a1f5a1ab71985605ba,5,,,2018-06-13 00:00:00,2018-06-17 13:39:07
bb52fa23e85d6ae29131415c7e122133,673d4bba118413f2327211eb384501a5,1,,"Meu pedido era para ser entregue até dia 22/03/18, até a presente data (24/03) a nota fiscal não foi emitida, solicitei várias vezes não obtive retorno, não recomendo esta Loja, nem a lannister!!!!!!",2018-03-24 00:00:00,2018-03-24 15:30:45
0a0ee4b800ebdaedebd245c3da1bc8ae,a51c103cee3ac676ea1c9bd8faf4d0be,5,,,2018-03-09 00:00:00,2018-03-09 09:41:55
e0045b7a2dba4118b988ff3ac57b5562,97790d570870606aaa458c9ddad507c4,5,,,2018-01-19 00:00:00,2018-01-20 06:54:00
cec1b824b214f60adac219a4c54b1a4d,575cf745e50a19f7d43cb7831c5c76ed,5,,,2018-04-11 00:00:00,2018-04-14 09:54:11
4d867b2944e5f3135e7bb8e0fd40a97f,cae4fbb29fcef9ac16c59d7e70d167eb,5,,Ótimo foi como esperado,2018-02-21 00:00:00,2018-02-23 23:10:56
ad7728c9e92ec2e0133af9bb3ed4980c,5dd92537254a116aef59638c895dc4c4,5,,,2018-01-17 00:00:00,2018-01-18 12:16:41
309e744aa14cbdf51c4bff6565ea618f,4bdb824616b048d04ab361c35af51e77,5,,,2018-02-08 00:00:00,2018-02-12 00:32:04
1e08694a453c3e8732d7080e4181083f,8616d2e4f9d29d0a08571be7ccf0acc3,2,,,2018-05-18 00:00:00,2018-05-21 15:20:31
21fd0fc8433caf183bb60f9ff8e716b0,12d5f23ba1e52d7174d5d15c96972401,3,,,2018-03-07 00:00:00,2018-03-07 10:44:57
0a6c4516997936fe2bcc5c8f53df00b7,22a6d394ca7d999b417f339db55d2cf8,5,,,2018-02-06 00:00:00,2018-03-01 15:28:24
653c3b39339984c25f044b8bfc99b14e,e20048c62eafbe51818f6dd9f3be724e,5,,Parabéns comprei um produto de qualidade e chegou de um dia para o outro.,2018-03-10 00:00:00,2018-03-12 09:31:01
25a560d8d4761d8199202aef436f8420,04c35d140fbc805e40f33f6902661c4f,5,,,2018-06-22 00:00:00,2018-06-22 22:42:21
17ff172994b49a1679ad7c51dc3dd1ab,8791e495e7f1b8d77696f42ff295d945,4,,,2018-03-29 00:00:00,2018-03-29 10:40:55
d175bbac18a872cf44b2d3045d8e9b12,f16541fd87ae67e35a8e464c49379348,4,,,2018-03-14 00:00:00,2018-03-16 17:12:40
f75effadf77f65b5c6593ed46a44f6b0,d44253469972c4d7c1dc643b5daa3d64,5,,,2018-01-11 00:00:00,2018-01-11 23:25:17
49a760787ee028b7d2ec7b93aad695d7,6a4fd1d9a1dbdf8a12102fafa2abeff6,5,,Chegou antes do prazo continuem assim pois já recomendei dizendo que é confiável,2018-02-24 00:00:00,2018-02-28 01:47:37
fafb4d78ee1e130b8967ba0328e4d6a7,7fe1044f8a2fca89a6cc85fead509a72,5,,,2018-04-24 00:00:00,2018-04-25 02:44:57
8da3ddf57a98c736c9887965e7b1d8dc,429538330ae6d874fd05455f574f5852,5,,,2018-01-26 00:00:00,2018-01-26 22:56:13
e4b4874347bad993a494916f1f19cdff,6e18b903d38ac38420a6d094ebaebb50,4,,veio certinho como descrito,2018-04-10 00:00:00,2018-04-11 19:39:11
f12a43a3c79a44e4e63be10158afc884,605dd1e8229892fbac9c08a82693f888,5,,,2018-02-16 00:00:00,2018-02-19 18:02:21
1d0ff88acef4c3b9fc1780f53c44bef2,f32430cf068c4689e9ca4c0d46ea04a3,5,,Ótimo produto...,2018-03-30 00:00:00,2018-04-01 21:07:03
84755e11861cfb95e54972a3b4829283,1c38140d4542f0ac92eeafa89c9575c0,5,Compra,Excelente,2018-05-10 00:00:00,2018-05-13 02:05:19
a87cf14c73eb6e6407afc3837389971d,eb6fa782d366bcf155b957687a9d602b,5,,,2018-07-06 00:00:00,2018-07-09 09:35:06
75af4b2b8f010f53b557fad82ad85e8a,78b0551ae57e69c46a4e611580a87758,5,,,2018-03-16 00:00:00,2018-03-20 16:44:11
6c912690358e3e85e2ef87495ffbc365,b27f1c7278213dfd73349efe9f917974,4,,,2018-02-21 00:00:00,2018-02-22 11:17:36
45a54ee8cab89286c3e40b373e9bf199,2227a4ee1734c34fcc4a327f6fe0e3de,5,,,2018-04-24 00:00:00,2018-04-25 14:57:07
c9419889d5a43f928b50f640348be357,f26b1f9ec4fda52abb40f124457b79c4,3,,eu não compraria de novo,2018-03-01 00:00:00,2018-03-02 18:59:32
794090d7887297bb8514548072a75fb5,34757b625ecbf90b9c55b00da1040e66,5,,,2018-01-18 00:00:00,2018-01-18 19:10:24
a588587c4adb3d04ab0839804326481b,17af4418ba1023eaf47d0b84ad656c42,4,,,2018-01-26 00:00:00,2018-01-28 15:59:13
685f76437d88df0659c5f95b316097e1,8a9491fb5e1db54016d2b8f1af5ac490,5,,,2018-01-30 00:00:00,2018-01-30 23:10:05
9c32b642c1d088fc8cf1c911532e9e8e,3ab51ff55eebf63d3c2635757c61b5fc,5,,"Produto que eu esperava , entrega antes do prazo muito bom",2018-06-26 00:00:00,2018-06-30 23:21:06
6dd53e2ef618ad5372181d84ad777a02,1537883594710d72e0f3e96f796fcd27,4,,,2018-01-19 00:00:00,2018-01-22 22:29:44
e81c21fe6270348e19a32710db8fb118,febbb5a06ba3e1a76d7074adb56ff587,5,super recoemndado,Gostei muito,2018-07-03 00:00:00,2018-07-03 16:41:18
414c22dd9de230ca1fd1d676cd2f23d4,d78e60908f7ab8af68dbd22e16d179f4,5,,,2018-05-10 00:00:00,2018-05-12 13:58:32
c56f2325e496a20b5f537efa80111121,bde296d0d14025c683710f65536878bb,4,,,2018-02-24 00:00:00,2018-02-25 12:30:38
4ce02df4328f09eb2a07977be1ff8e83,0434058c92c9306bb6d1edd50bf3526a,5,,Entregou bem antes do prazo. Muito satisfeita.,2018-02-20 00:00:00,2018-02-20 21:19:30
63043d40405eafe99345465941a2401c,135d10c8c1fb10e298bb58356509e2c7,4,,,2018-04-03 00:00:00,2018-04-04 19:36:52
06e522aaa2fd8db30daeec942a49a0fb,ac8a7a5a2eb68fd70147207a05c5e9d9,5,,Ótimo muito obrigado,2018-01-27 00:00:00,2018-01-27 20:36:54
3a2abb81c059c78ad23c8dd8a1f115fd,55b8090225e782a06895d20d302d5630,5,Ótimo,"Loja excelente. Muito Bom, Obrigada",2018-05-29 00:00:00,2018-05-31 10:29:26
