order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
013d92e415d1de7bf3b3b706f1b6d292,1,8317b177579dd27ff068b83205e2169b,4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-01 14:22:15,188.00,16.07
01721e0729fcb75ab238248fdbb48eeb,1,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-23 13:49:35,219.00,24.11
02f0618d94e9aeeb35a81835fa5c64d7,1,0a57f7d2c983bcf8188589a5fea4a8da,4869f7a5dfa277a7dca6462dcf3b52b2,2017-12-28 09:53:33,119.00,21.32
02f0618d94e9aeeb35a81835fa5c64d7,2,0a57f7d2c983bcf8188589a5fea4a8da,4869f7a5dfa277a7dca6462dcf3b52b2,2017-12-28 09:53:33,119.00,21.32
0341b60065c49221a27293793f11b117,1,41c24b8ce92d1a2cac62db5edfd088b2,4869f7a5dfa277a7dca6462dcf3b52b2,2018-04-26 15:31:39,102.90,22.43
03953c6f8f398530d8847bf6000ffa78,1,e0d64dcfaa3b6db5c54ca298ae101d05,4869f7a5dfa277a7dca6462dcf3b52b2,2018-05-23 00:31:14,127.00,17.80
03eea4a8ecfbf94e0aa787c2d1b098e9,1,db5efde3ad0cc579b130d71c4b2db522,4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-01 00:31:40,189.00,12.82
0484f1d11d891ff86fcc2d225ce7094e,1,f819f0c84a64f02d3a5606ca95edd272,4869f7a5dfa277a7dca6462dcf3b52b2,2018-01-18 15:09:07,668.00,17.70
048937ad68e3d2ec6e64f5105184589d,1,4f915391faab8ae23c234735d5080c31,4869f7a5dfa277a7dca6462dcf3b52b2,2018-05-10 15:50:45,735.00,55.65
05093c063b3e4c3b5f4ef831d7da7fd5,1,41c24b8ce92d1a2cac62db5edfd088b2,4869f7a5dfa277a7dca6462dcf3b52b2,2018-05-07 11:31:35,102.00,13.15
0583f502e04564cfe79eb0e4f5939729,1,e0d64dcfaa3b6db5c54ca298ae101d05,4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-15 13:08:46,199.00,21.88
05c5f6468206cec16a8c99f231bbbe86,1,6f3b5b605d91b7439c5e3f5a8dffeea7,4869f7a5dfa277a7dca6462dcf3b52b2,2018-05-06 21:50:26,143.00,18.88
063dda01b3489ce5f3bc164801e6e3e9,1,53b36df67ebb7c41585e8d54d6772e08,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-13 22:30:32,120.00,17.75
07441f525824bc6b31d4dc19c5d49fc9,1,53b36df67ebb7c41585e8d54d6772e08,4869f7a5dfa277a7dca6462dcf3b52b2,2018-04-26 13:31:30,106.90,0.00
07528311766b5aa54d193747c66663df,1,db5efde3ad0cc579b130d71c4b2db522,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-06 21:48:29,175.00,15.98
0877034e4780ed6345f93f2c0e0d48ec,1,0a57f7d2c983bcf8188589a5fea4a8da,4869f7a5dfa277a7dca6462dcf3b52b2,2018-05-18 09:31:15,96.00,13.38
08b090ef007b191a5f9c454f1068be24,1,e0d64dcfaa3b6db5c54ca298ae101d05,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-13 19:15:38,151.90,17.97
0902d364e14a1dc0b156a550d070cbb6,1,d322eb25f02924adba73e58dbc36b29c,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-25 23:10:23,219.00,38.22
0a03ed20390f0245ab850bea4186190d,1,e0d64dcfaa3b6db5c54ca298ae101d05,4869f7a5dfa277a7dca6462dcf3b52b2,2017-12-08 18:08:31,170.00,16.82
0a0e91f265e0c09af322a473351b61d1,1,53b36df67ebb7c41585e8d54d6772e08,4869f7a5dfa277a7dca6462dcf3b52b2,2018-04-26 19:31:33,106.90,0.00
0a0eb4fdd818ed6fb62d07792c948971,1,53b36df67ebb7c41585e8d54d6772e08,4869f7a5dfa277a7dca6462dcf3b52b2,2018-05-20 21:31:54,116.90,0.00
0ae4c9a0bb0c65a89aaf840c9b08ba43,1,bc74f63361c15c1a5baa5b97ac432e62,4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-22 16:27:24,199.00,16.14
0b3dc290a34c1a7a4edd084847af89b5,1,0a57f7d2c983bcf8188589a5fea4a8da,4869f7a5dfa277a7dca6462dcf3b52b2,2018-01-18 18:28:48,129.00,16.53
0ba01684638233b0955369c3ccbdb414,1,0a57f7d2c983bcf8188589a5fea4a8da,4869f7a5dfa277a7dca6462dcf3b52b2,2017-12-22 02:12:32,127.90,21.39
0c29ee02f432c35cb24a70317de6457c,1,6f3b5b605d91b7439c5e3f5a8dffeea7,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-08 15:50:25,199.00,16.14
0c7207c23f4eb8c3b374c9b6f11d75b7,1,53b36df67ebb7c41585e8d54d6772e08,4869f7a5dfa277a7dca6462dcf3b52b2,2018-04-30 14:31:55,117.90,0.00
0cae3fb9a90f5aeeb7b3770b88f77851,1,e0d64dcfaa3b6db5c54ca298ae101d05,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-16 14:15:48,151.90,27.14
0cc4a0e7b03976348e97bf0721a96376,1,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,2017-12-11 04:13:22,219.90,18.79
0dcaff4e23cee08bff0fe78261d1baaa,1,d285360f29ac7fd97640bf0baef03de0,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-16 08:31:02,329.00,20.18
0ec21892fbe1319a9e0363cab0066fb0,1,d285360f29ac7fd97640bf0baef03de0,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-13 16:15:38,329.00,14.74
0f3fa3a2cb34840acd1e3d0fc1b95382,1,3225c54bb2785c33f49f50398fcdb88c,4869f7a5dfa277a7dca6462dcf3b52b2,2018-01-09 04:18:36,299.00,16.84
0fa772ed19bc4e0836a2b079059f529e,1,461f43be3bdf8844e65b62d9ac2c7a5a,4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-07 22:11:21,148.00,15.79
0fcf164859b203af4b0811ccf70d1454,1,3225c54bb2785c33f49f50398fcdb88c,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-15 03:55:31,274.90,19.80
0ff3566a4db1d9d6c88e6350d7074b45,1,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,2018-01-05 21:11:26,219.90,14.56
107de3a1a918ea939b7c03c588ad1e49,1,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,2018-01-25 00:36:13,229.00,30.00
115778b69ef3f8bece387ae594bcecba,1,0a2fff0d95ef3bbb7dffc618f9542ba9,4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-22 10:10:58,99.00,12.19
11921adcbd013757ba6f287c03929bb4,1,24e8c79f39c68fbdbd57a5813ae72b94,4869f7a5dfa277a7dca6462dcf3b52b2,2018-05-04 01:55:18,63.90,18.33
119db78602ec4f8cdb8aa475c1fbf655,1,bc74f63361c15c1a5baa5b97ac432e62,4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-20 09:27:07,199.00,16.14
1323fc7bc118e902322367ce662344ba,1,461f43be3bdf8844e65b62d9ac2c7a5a,4869f7a5dfa277a7dca6462dcf3b52b2,2018-04-09 20:27:49,121.90,18.73
147e9f4682b02a1b8ef314d880654b45,1,6f3b5b605d91b7439c5e3f5a8dffeea7,4869f7a5dfa277a7dca6462dcf3b52b2,2018-05-03 23:10:13,145.90,18.90
14acf0ab4732322f187e0fd6871a6cbe,1,6f3b5b605d91b7439c5e3f5a8dffeea7,4869f7a5dfa277a7dca6462dcf3b52b2,2018-04-26 12:30:50,145.90,18.90
14f7bafd9b5d355e835602d9026e56e3,1,0a57f7d2c983bcf8188589a5fea4a8da,4869f7a5dfa277a7dca6462dcf3b52b2,2018-04-25 22:31:26,98.90,17.60
159844b19db2d2dc59a55ee69a971226,1,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,2017-12-19 11:38:30,219.90,14.56
15faad2f4dd5cdf1bceb9b8fac8f137a,1,69455f41626a745aea9ee9164cb9eafd,4869f7a5dfa277a7dca6462dcf3b52b2,2018-05-15 21:15:16,183.00,19.16
168777f697d19208fbd441b4029e441a,1,6f3b5b605d91b7439c5e3f5a8dffeea7,4869f7a5dfa277a7dca6462dcf3b52b2,2018-04-27 14:30:24,145.90,37.71
