review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
e363a3c172db72d6a8b82d0726cd2ddb,1a36784e5c696071dad8a242f26b230f,5,,,2018-01-25 00:00:00,2018-02-18 23:03:20
aaab917291fea34988b9a0cb60e0716f,560f7585b57fcc9579460fa21c0d8ec1,1,,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.",2018-04-05 00:00:00,2018-04-06 11:06:19
d7ea05bb4f9c77d606fd90b1a27e317d,bb5b0d8f3e9c964760c674f2aa2ae0cf,1,,Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.,2018-03-29 00:00:00,2018-03-29 23:13:58
225f4f306d90cbc502d3c781d3015ed2,38c0b09e36d478fb62769ec5701e0e92,5,,,2018-04-27 00:00:00,2018-04-30 13:04:22
bbb937e9c2b62a2205af03e8a7fed42b,0ba01684638233b0955369c3ccbdb414,2,,"comprei um relogio de presente de natal para meu filho e ate agora nao chegou. enviei mensagens e na ultima conversa o relogio chegaria ontem, porem nao recebi nada.",2018-01-06 00:00:00,2018-01-11 10:44:19
88b1ded591cdd8c4f48c5285c7599392,d5c8ece04dd0b02a4e72e1938194dd22,5,,Estou muito satisfeita com a minha compra e com o recebimento do produto; dentro do prazo!,2018-05-03 00:00:00,2018-05-03 23:15:03
edb68b4c85dad7d34c229ea607b8578c,a0f3677ac2cfd35a8d76f4a26fb29a95,5,,,2018-05-25 00:00:00,2018-05-25 17:53:53
d7dfdfa0beeac5bc126eaf7d231598fd,997b3de75600d17962e4800bd2923d56,5,,,2018-04-25 00:00:00,2018-04-26 03:08:46
6e6dbad466c0eef2b679927dfe89c052,9d244b9671e094280e0da0b5edec38bb,4,,,2018-04-12 00:00:00,2018-04-13 13:03:21
9d8340fe730f994047b0a54b59d99871,e54245d9ada10a3d2910565a0bc2fdbf,5,,,2018-03-16 00:00:00,2018-03-18 17:57:59
705459ee1e72a2f02a9eff90bb04e426,489d445ae0d85683025845f59deb8a61,4,,,2018-05-09 00:00:00,2018-05-09 15:34:25
92de414d12e280158a8adcdf6f4bf735,83454c8207f5c2102d2789a7ded17190,3,,,2018-01-23 00:00:00,2018-01-24 13:28:47
016abaf45b39538eb415f80bbd0a15a4,ba254174e8ca271319fbd168acd8684d,5,,,2018-03-14 00:00:00,2018-03-16 00:32:45
4c17f5f788821ac21d106b6aeb8172c8,253c6937d7acacfc1ea08401efe0a138,5,,,2018-01-27 00:00:00,2018-01-28 11:08:44
9642e62f719b91f6fc1760e76693fcd7,1d2405e906478ce05adcbe8878f77bce,5,,"Produto chegou antes da data prevista,ótimo atendimento na entrega e recomendarei a família e amigos",2018-01-14 00:00:00,2018-01-14 13:09:23
